year,name,mileage,transmission,price,city
2014,Daihatsu Gran Max,112500,Manual,87000000,Jawa Timur
1995,Isuzu Panther,297500,Manual,48000000,Jawa Timur
2015,Toyota Vellfire,22500,Automatic,695000000,DKI Jakarta
2015,Daihatsu Gran Max,82500,Manual,105000000,Jawa Timur
2018,Datsun Cross,17500,Automatic,90000000,Jawa Barat
2012,Toyota Kijang Innova,142500,Automatic,145000000,Jawa Barat
2015,Mazda CX-5,92500,Automatic,235000000,Jawa Barat
2015,Toyota Avanza,37500,Automatic,138000000,Jawa Timur
2016,Mitsubishi Pajero Sport,87500,Automatic,394000000,Jawa Timur
2018,Honda Brio,22500,Automatic,138000000,Jawa Timur
2013,Honda CR-V,42500,Automatic,234000000,Jawa Timur
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2010,BMW 523i,52500,Automatic,225000000,DKI Jakarta
2008,BMW 523i,67500,Automatic,195000000,DKI Jakarta
2017,Honda Brio,32500,Automatic,127000000,Jawa Barat
2018,Nissan X-Trail,62500,Automatic,210000000,Jawa Barat
2018,Datsun GO,12500,Automatic,80000000,Jawa Barat
2018,Honda Brio,42500,Automatic,130000000,Jawa Barat
2014,Daihatsu Sirion,62500,Automatic,85000000,Jawa Barat
2014,Honda CR-V,112500,Automatic,235000000,Jawa Timur
2014,Daihatsu Ayla,82500,Manual,90000000,Jawa Timur
2008,Suzuki Swift,172500,Automatic,92000000,Jawa Timur
2016,Toyota Kijang Innova,72500,Manual,245000000,Jawa Barat
2018,BMW X1,27500,Automatic,575000000,DKI Jakarta
2004,Honda Jazz,157500,Automatic,77000000,Jawa Timur
2007,Honda CR-V,207500,Automatic,117000000,Jawa Timur
2017,Honda Jazz,42500,Automatic,224000000,Jawa Timur
2017,Toyota Calya,72500,Manual,102000000,Jawa Timur
2017,Honda Brio,52500,Automatic,142000000,Jawa Timur
2012,Mitsubishi Pajero Sport,47500,Automatic,285000000,Jawa Timur
2003,Toyota Kijang,257500,Automatic,95000000,Jawa Timur
2016,Daihatsu Xenia,152500,Manual,115000000,Jawa Timur
2015,Honda HR-V,52500,Automatic,215000000,Jawa Timur
2008,Honda Civic,52500,Manual,145000000,Jawa Timur
2016,Toyota Camry,22500,Automatic,335000000,DKI Jakarta
2015,BMW 320i,47500,Automatic,395000000,DKI Jakarta
2019,Toyota Camry,12500,Automatic,575000000,DKI Jakarta
2017,BMW X1,17500,Automatic,525000000,DKI Jakarta
2017,Mercedes-Benz E250,27500,Automatic,775000000,DKI Jakarta
2013,Audi TT,42500,Automatic,595000000,DKI Jakarta
2018,Honda HR-V,12500,Automatic,285000000,DKI Jakarta
2018,Honda HR-V,42500,Automatic,320000000,DKI Jakarta
2019,Nissan Serena,2500,Automatic,388000000,DKI Jakarta
2018,Audi A3,12500,Automatic,595000000,DKI Jakarta
2015,Toyota Vellfire,22500,Automatic,695000000,DKI Jakarta
2015,Toyota Agya,42500,Automatic,95000000,Jawa Timur
2017,Honda Brio,32500,Automatic,128000000,Jawa Timur
2014,Honda Odyssey,77500,Automatic,350000000,Jawa Timur
2014,Honda Brio,32500,Automatic,117000000,Jawa Timur
2018,Toyota Fortuner,62500,Automatic,425000000,Jawa Timur
2019,Nissan Serena,2500,Automatic,388000000,DKI Jakarta
2018,Honda HR-V,12500,Automatic,285000000,DKI Jakarta
2019,BMW X3,17500,Automatic,935000000,DKI Jakarta
2018,Suzuki Ertiga,22500,Manual,150000000,Jawa Barat
2016,Toyota Camry,27500,Automatic,335000000,DKI Jakarta
2015,Daihatsu Terios,82500,Automatic,130000000,Jawa Barat
2019,Chevrolet Trax,12500,Automatic,215000000,DKI Jakarta
2018,Toyota Calya,7500,Automatic,115000000,Jawa Timur
2015,Toyota Avanza,52500,Automatic,125000000,Jawa Barat
2015,Toyota Vellfire,22500,Automatic,695000000,DKI Jakarta
2006,Honda Jazz,97500,Automatic,98000000,Jawa Timur
2016,Toyota Avanza,52500,Manual,125000000,Jawa Barat
2015,Toyota Kijang Innova,62500,Manual,225000000,Jawa Barat
1999,Toyota Kijang,297500,Manual,80000000,Jawa Timur
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2008,Honda CR-V,97500,Automatic,130000000,Jawa Timur
2008,Toyota Fortuner,112500,Manual,184000000,Jawa Timur
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2008,Honda CR-V,92500,Automatic,125000000,Jawa Barat
2013,Honda Accord,92500,Automatic,225000000,Jawa Barat
2011,Daihatsu Xenia,202500,Manual,95000000,Jawa Timur
2015,Honda Brio,72500,Automatic,117000000,Jawa Timur
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2018,Mercedes-Benz GLE400,17500,Automatic,1195000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2007,Mercedes-Benz E280,157500,Automatic,195000000,Jawa Timur
2017,Honda Brio,32500,Automatic,130000000,Jawa Timur
2015,Honda Jazz,22500,Automatic,200000000,Jawa Timur
2013,Chevrolet Captiva,77500,Automatic,182500000,Jawa Barat
2009,Honda CR-V,87500,Automatic,143000000,Jawa Timur
2017,Daihatsu Ayla,82500,Manual,90000000,Jawa Timur
2019,Toyota Agya,12500,Manual,131000000,Jawa Timur
2017,Mercedes-Benz E250,27500,Automatic,775000000,DKI Jakarta
2019,Toyota Camry,12500,Automatic,575000000,DKI Jakarta
2013,Porsche Boxster,22500,Automatic,1195000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2014,Mercedes-Benz CLA200,32500,Automatic,465000000,DKI Jakarta
2016,Nissan Grand Livina,52500,Automatic,110000000,Jawa Barat
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2019,Toyota Alphard,7500,Automatic,1050000000,DKI Jakarta
2015,Honda Brio,12500,Manual,120000000,Jawa Timur
2017,Honda Brio,52500,Automatic,142000000,Jawa Timur
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
2020,Honda Brio,7500,Automatic,185000000,Jawa Timur
2018,Toyota Kijang Innova,12000,Automatic,335000000,DKI Jakarta
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
2017,Mercedes-Benz C200,32500,Automatic,635000000,DKI Jakarta
1980,Honda Civic,297500,Manual,15000000,Jawa Timur
2016,Toyota Kijang Innova,72500,Automatic,274000007,Jawa Timur
2015,Nissan Serena,20000,Automatic,214000000,DKI Jakarta
2012,Honda Brio,82500,Automatic,97000000,DKI Jakarta
2014,Nissan Serena,167500,Automatic,151500000,Banten
2012,Toyota Kijang Innova,45000,Automatic,131000000,DKI Jakarta
2016,Toyota Avanza,67500,Manual,137000007,Jawa Timur
2016,Suzuki Ertiga,57500,Manual,130000000,DKI Jakarta
2010,Mercedes-Benz C250,47500,Automatic,235000000,Jawa Barat
2016,Toyota Avanza,67500,Manual,137000007,Jawa Timur
2014,Toyota Kijang Innova,62000,Automatic,166000000,Banten
2013,Honda CR-V,62500,Automatic,200000000,DKI Jakarta
2015,Toyota Avanza,87500,Automatic,115500000,DKI Jakarta
2016,Toyota Avanza,80000,Manual,135000000,Jawa Barat
2019,BMW 520i,57500,Automatic,800000000,Banten
2018,Honda Brio,10000,Automatic,139000000,Banten
2014,Toyota Camry,82500,Automatic,215000000,DKI Jakarta
2016,Toyota Avanza,80000,Manual,135000000,Jawa Barat
2015,Datsun GO,117500,Manual,65000000,Jawa Barat
2015,Toyota Alphard,23000,Automatic,750000000,DKI Jakarta
2016,Toyota Camry,35000,Automatic,270000000,Banten
2014,Toyota Rush,137500,Automatic,127000000,DKI Jakarta
2009,Mercedes-Benz E300,62500,Automatic,285000000,DKI Jakarta
2018,Honda Brio,14000,Automatic,139000000,Banten
2010,Toyota Yaris,85000,Automatic,100000000,Jawa Barat
2020,Toyota Innova Venturer,12500,Manual,399000000,Yogyakarta
2012,Mitsubishi Pajero Sport,172500,Automatic,211000000,DKI Jakarta
2008,Suzuki APV,92500,Manual,95000000,Jawa Timur
2016,Toyota Agya,57500,Manual,89000000,Sumatera Utara
2013,Honda Freed,82500,Automatic,170000000,Jawa Timur
2017,Honda City,27500,Automatic,238000000,Jawa Timur
2013,Toyota Camry,97500,Automatic,185000000,DKI Jakarta
2012,Daihatsu Xenia,67500,Manual,108000000,Sumatera Utara
2017,Toyota Avanza,57500,Manual,153000000,Jawa Barat
2014,Ford Fiesta,77500,Automatic,148000000,Jawa Timur
2018,Honda BR-V,11000,Automatic,195000000,Jawa Barat
2008,Suzuki APV,92500,Manual,95000000,Jawa Timur
2004,Honda City,147500,Automatic,67500000,Jawa Barat
2014,Daihatsu Gran Max,55000,Manual,72000000,DKI Jakarta
2016,Mitsubishi Mirage,12500,Automatic,125000000,DKI Jakarta
2018,Honda HR-V,14500,Automatic,245000000,DKI Jakarta
2012,Toyota Kijang Innova,137500,Automatic,175000000,Jawa Timur
2010,Toyota Avanza,2500,Manual,119000000,Jawa Timur
2011,Hyundai Avega,117500,Manual,70000000,Jawa Timur
2016,Honda Mobilio,27500,Manual,132000000,Jawa Barat
2016,BMW 320i,47500,Automatic,459000000,DKI Jakarta
2003,BMW 318i,44500,Automatic,110000000,DKI Jakarta
2005,BMW 320i,21000,Automatic,142000000,DKI Jakarta
2015,Toyota Yaris,35000,Automatic,160000000,Jawa Barat
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2012,Mitsubishi Pajero Sport,49000,Automatic,252500000,Jawa Tengah
2014,Honda CR-V,55000,Automatic,215000000,Jawa Tengah
2009,Toyota Kijang Innova,187500,Manual,170000000,Jawa Timur
2008,Honda City,112500,Manual,87000000,Jawa Tengah
2018,Honda Brio,14000,Automatic,139000000,DKI Jakarta
2019,Toyota Kijang Innova,8500,Automatic,272000000,Jawa Barat
2012,Daihatsu Xenia,50000,Manual,102000000,Jawa Barat
2014,Nissan Serena,43500,Automatic,159000000,DKI Jakarta
2013,Ford Everest,87500,Automatic,225000000,DKI Jakarta
2015,Mazda 2,27500,Automatic,167000000,DKI Jakarta
2016,Toyota Fortuner,32500,Automatic,375000000,Banten
2017,Nissan Grand Livina,17500,Manual,125000000,DKI Jakarta
2012,Toyota Kijang Innova,142500,Automatic,215000000,Jawa Timur
2015,Toyota Fortuner,92500,Automatic,305000000,Jawa Timur
2018,Honda Mobilio,37500,Automatic,187500000,Jawa Timur
2015,Daihatsu Xenia,37500,Manual,105000000,Jawa Barat
2014,Toyota Yaris,67500,Automatic,139000000,DKI Jakarta
2003,Mercedes-Benz S320,77500,Automatic,175000000,Jawa Tengah
2017,Mercedes-Benz C200,22500,Automatic,590000000,DKI Jakarta
2014,Toyota Etios Valco,67500,Manual,83000000,Jawa Barat
2018,Mitsubishi Xpander,7500,Automatic,209000000,DKI Jakarta
2019,Toyota Innova Venturer,17500,Automatic,408000000,Jawa Barat
2019,Toyota Kijang Innova,22500,Manual,328000000,DKI Jakarta
2016,Chevrolet Trax,72500,Automatic,140000000,Jawa Timur
2017,Chevrolet Trailblazer,112500,Automatic,349000000,Banten
2011,Nissan X-Trail,127500,Automatic,126000000,DKI Jakarta
2008,Honda CR-V,177500,Automatic,115000000,Sumatera Barat
2012,Suzuki APV,77500,Manual,95000000,DKI Jakarta
2017,Mitsubishi Outlander Sport,67500,Automatic,223000000,Bali
2008,Nissan Elgrand,92500,Automatic,200000000,DKI Jakarta
2008,Honda Civic,122500,Automatic,125000000,Banten
2013,Suzuki Splash,7500,Manual,90000000,DKI Jakarta
2020,Toyota Alphard,2500,Automatic,1150000000,Jawa Timur
1976,Mercedes-Benz 230E,197500,Manual,70000000,Jawa Barat
2017,Honda Jazz,72500,Automatic,210000000,Jawa Tengah
2013,Mazda CX-5,67500,Automatic,210000000,Jambi
2018,Suzuki SX4 S-Cross,47500,Automatic,199000000,Jawa Tengah
2013,Toyota Agya,67500,Automatic,78000000,Jawa Barat
2016,Honda Jazz,72500,Automatic,208000000,Nusa Tenggara Barat
2008,Toyota Camry,132500,Automatic,139500000,Jawa Barat
2010,Toyota Fortuner,102500,Automatic,213000000,DKI Jakarta
2000,Honda Civic,197500,Manual,80000000,Jawa Timur
1991,Toyota Starlet,107500,Manual,42500000,Jawa Tengah
2011,Toyota Kijang Innova,62500,Manual,135000000,Jawa Barat
2010,Honda CR-V,107500,Automatic,138000000,Jawa Timur
2012,Nissan March,72500,Automatic,74000000,DKI Jakarta
2016,Daihatsu Ayla,87500,Automatic,84000000,DKI Jakarta
2017,Honda Mobilio,17500,Manual,153000000,DKI Jakarta
2018,Honda Brio,7500,Manual,115000000,Banten
2019,Mitsubishi Pajero Sport,27500,Automatic,460000000,Jawa Barat
2012,Nissan Grand Livina,82500,Automatic,84800000,DKI Jakarta
2019,Toyota Kijang Innova,32500,Automatic,325000000,Banten
2007,Honda CR-V,157500,Automatic,107000000,Jawa Timur
2011,Daihatsu Xenia,137500,Automatic,78000000,Banten
2017,Honda HR-V,57500,Automatic,275500000,DKI Jakarta
2018,Daihatsu Sigra,97500,Automatic,99500000,Bali
2017,Mazda CX-5,27500,Automatic,425000000,DKI Jakarta
2003,Toyota Kijang,197500,Manual,83000000,Jawa Barat
2013,Honda CR-V,52500,Automatic,210000000,Jawa Timur
2005,KIA Sportage,107500,Automatic,41000000,Jawa Barat
1998,BMW 318i,132500,Manual,62500000,DKI Jakarta
2011,Toyota Yaris,107500,Automatic,104000000,DKI Jakarta
2003,Honda Civic,137500,Manual,75500000,Yogyakarta
2004,Honda Odyssey,64000,Automatic,102000000,DKI Jakarta
2008,Toyota Vellfire,59500,Automatic,270000000,DKI Jakarta
2018,Honda Civic,27500,Automatic,365000000,DKI Jakarta
2016,Toyota Sienta,30000,Automatic,172000000,DKI Jakarta
2020,Daihatsu Gran Max,9500,Manual,99000000,Jawa Tengah
2015,Toyota Vellfire,45000,Automatic,700000000,DKI Jakarta
2010,Nissan Grand Livina,62500,Automatic,79000000,DKI Jakarta
2011,Toyota Alphard,31500,Automatic,290000000,DKI Jakarta
2017,Toyota Fortuner,42500,Automatic,440000000,DKI Jakarta
2008,Nissan Elgrand,87500,Automatic,147000000,DKI Jakarta
2010,Toyota Camry,127500,Automatic,135000000,DKI Jakarta
2002,Honda City,77500,Manual,48500000,DKI Jakarta
2016,Toyota Kijang Innova,72500,Automatic,280000000,DKI Jakarta
2017,Honda BR-V,72500,Automatic,172000000,DKI Jakarta
2015,Nissan X-Trail,35000,Automatic,210000000,DKI Jakarta
2018,Toyota Agya,57500,Manual,112000000,Jawa Tengah
2016,Toyota Sienta,27500,Automatic,145000000,DKI Jakarta
2005,BMW 320i,37500,Automatic,148000000,DKI Jakarta
2014,Toyota Fortuner,127500,Automatic,280000000,DKI Jakarta
2017,Honda Mobilio,42500,Automatic,145000000,DKI Jakarta
2016,Honda Brio,22500,Automatic,119500000,DKI Jakarta
2010,Toyota Avanza,27500,Manual,119000000,Jawa Timur
2018,Honda Civic,32500,Automatic,370000000,DKI Jakarta
2008,Suzuki APV,92500,Manual,95000000,Jawa Timur
2019,Toyota Rush,32500,Automatic,220000000,DKI Jakarta
2000,Honda Civic,157500,Automatic,70000000,DKI Jakarta
2013,Mitsubishi Pajero Sport,42500,Automatic,275000000,Jawa Barat
2013,Honda Freed,72500,Automatic,14000000,DKI Jakarta
2018,Honda Jazz,27500,Automatic,230000000,DKI Jakarta
2017,Suzuki SX4 S-Cross,62500,Automatic,175000000,DKI Jakarta
2014,Mazda Biante,102500,Automatic,169000000,Jawa Barat
2017,Toyota Sienta,52500,Automatic,185000000,DKI Jakarta
2017,Mazda 2,27500,Automatic,220000000,DKI Jakarta
2013,Honda Jazz,87500,Automatic,140000000,DKI Jakarta
2019,Lexus RX300,750,Automatic,1275000000,DKI Jakarta
2015,Honda HR-V,67500,Automatic,190000000,DKI Jakarta
2014,Toyota Rush,87500,Automatic,146500000,DKI Jakarta
2013,Toyota Vellfire,77500,Automatic,370000000,DKI Jakarta
2009,Isuzu Panther,47500,Manual,117000000,Jawa Tengah
1995,Toyota Kijang,147500,Manual,42000000,Jawa Timur
2011,Mazda 2,82500,Automatic,109000000,Jawa Timur
2018,Honda Brio,47500,Automatic,128000000,DKI Jakarta
2017,Suzuki Ignis,24500,Automatic,119000000,DKI Jakarta
2017,Mitsubishi Pajero Sport,52500,Automatic,421000000,Jawa Timur
2014,Nissan Grand Livina,97500,Automatic,105000000,DKI Jakarta
2010,Mercedes-Benz C200,37500,Automatic,225000000,DKI Jakarta
2017,Daihatsu Xenia,67500,Automatic,146000000,Jawa Timur
2001,Honda Civic,177500,Manual,84000000,Jawa Barat
2017,Toyota Fortuner,42500,Automatic,415000000,Jawa Timur
2008,Honda CR-V,142500,Automatic,116000000,Jawa Barat
2012,Ford Ranger,27500,Manual,170000000,Kalimantan Tengah
2016,Toyota Fortuner,40000,Automatic,345000000,Banten
2010,Toyota Avanza,27500,Manual,119000000,Jawa Timur
2018,Toyota Avanza,27500,Manual,147000000,DKI Jakarta
2019,Daihatsu Sigra,17500,Manual,85000000,DKI Jakarta
2018,Mitsubishi Pajero Sport,20000,Automatic,395000000,Banten
2018,Toyota Kijang Innova,16500,Automatic,257000000,DKI Jakarta
2012,Toyota Vios,50000,Automatic,107000000,Banten
2018,Wuling Cortez,27500,Automatic,178000000,DKI Jakarta
2003,Suzuki Katana,2500,Manual,70000000,Jawa Timur
2013,Toyota Rush,35000,Automatic,125000000,Banten
2020,Honda Brio,12500,Automatic,160000000,Jawa Timur
2013,BMW 520i,17000,Automatic,340000000,DKI Jakarta
2017,Toyota Sienta,11000,Manual,145000000,DKI Jakarta
2014,Honda CR-V,82500,Automatic,230000000,Yogyakarta
2017,Datsun GO,67500,Manual,69000000,Jawa Barat
2016,Toyota Kijang Innova,37500,Automatic,265000000,Banten
2013,Toyota Alphard,27500,Automatic,450000000,DKI Jakarta
2002,Toyota Camry,117500,Automatic,78000000,Banten
2005,Mitsubishi Grandis,78000,Automatic,79000000,DKI Jakarta
2012,Toyota Kijang Innova,137500,Automatic,175000000,Jawa Timur
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2016,Honda Jazz,57500,Automatic,180000000,Jawa Barat
2013,Honda Freed,82500,Automatic,170000000,Jawa Timur
2013,Toyota Avanza,122500,Automatic,123500000,Banten
2020,Honda CR-V,22500,Automatic,425000000,Jawa Barat
2016,Nissan X-Trail,52500,Automatic,230000000,Jawa Barat
2008,Toyota Rush,12500,Manual,84000000,Jambi
2014,Ford Fiesta,77500,Automatic,148000000,Jawa Timur
2008,Suzuki APV,92500,Manual,95000000,Jawa Timur
2010,Nissan Livina,127500,Automatic,72000000,DKI Jakarta
2013,Honda Freed,82500,Automatic,170000000,Jawa Timur
2011,Hyundai Avega,117500,Manual,70000000,Jawa Timur
2008,Suzuki APV,92500,Manual,95000000,Jawa Timur
2017,Honda City,27500,Automatic,238000000,Jawa Timur
2016,Honda Brio,27500,Automatic,128000000,Jawa Timur
2010,Toyota Avanza,27500,Manual,119000000,Jawa Timur
2014,Ford Fiesta,77500,Automatic,148000000,Jawa Timur
2017,Honda Civic,12500,Automatic,360000000,Jawa Timur
2008,Suzuki APV,92500,Manual,95000000,Jawa Timur
2012,Toyota Kijang Innova,137500,Automatic,175000000,Jawa Timur
2014,BMW X3,42500,Automatic,375000000,DKI Jakarta
2017,Honda City,27500,Automatic,238000000,Jawa Timur
2011,Hyundai Avega,117500,Manual,70000000,Jawa Timur
2015,Toyota Corolla Altis,72500,Automatic,188000000,DKI Jakarta
2009,Toyota Kijang Innova,187500,Manual,170000000,Jawa Timur
2010,Toyota Corolla Altis,132500,Automatic,115000000,DKI Jakarta
2018,Daihatsu Ayla,42500,Manual,105000000,Yogyakarta
2013,Nissan Serena,97500,Automatic,155000000,Banten
2020,Suzuki Jimny,4997500,Automatic,500000000,Sulawesi Selatan
2016,Honda HR-V,67500,Automatic,223000000,Jawa Barat
2005,Nissan Serena,122500,Automatic,69500000,Banten
2010,Honda Civic,72500,Automatic,140000000,DKI Jakarta
2015,Ford Fiesta,47500,Automatic,149000000,Bali
2018,Toyota Hiace,2500,Manual,365000000,Jawa Barat
2010,Toyota Rush,50000,Automatic,116000000,Jawa Barat
2017,Mazda 6,37500,Automatic,395000000,DKI Jakarta
2013,Honda Brio,37500,Manual,95000000,DKI Jakarta
2019,Mazda CX-9,7500,Automatic,640000000,DKI Jakarta
2013,Toyota Kijang Innova,172500,Automatic,165000000,DKI Jakarta
2015,Nissan X-Trail,38500,Automatic,189000000,DKI Jakarta
2009,Toyota Vios,92250,Automatic,85500000,DKI Jakarta
2017,Daihatsu Gran Max,47500,Manual,91500000,Jawa Barat
2015,Toyota Yaris,42500,Automatic,161000000,DKI Jakarta
2008,Honda Jazz,167500,Automatic,123000000,Yogyakarta
2008,Honda Civic,157500,Automatic,119000000,DKI Jakarta
2010,Toyota Vellfire,747500,Automatic,285000000,Banten
2017,Mitsubishi Pajero Sport,72500,Automatic,435000000,Jawa Barat
2013,Toyota Kijang Innova,112500,Automatic,198000000,Jawa Barat
2012,Mitsubishi Pajero Sport,107500,Automatic,235000000,Jawa Timur
2006,Toyota Yaris,167500,Automatic,79500000,Jawa Barat
2015,BMW X1,22500,Automatic,345000000,DKI Jakarta
1991,Mercedes-Benz 300E,272500,Manual,65000000,Jawa Barat
2012,Honda CR-V,157500,Automatic,205000000,DKI Jakarta
2000,Honda Civic,122500,Manual,72000000,Jawa Barat
2004,Toyota Camry,197500,Manual,73000000,Jawa Barat
2019,Toyota Yaris,7500,Automatic,235000000,Banten
2015,Peugeot 3008,52500,Automatic,215000000,Jawa Barat
2017,Honda Brio,47500,Manual,107000000,Banten
2011,Toyota Yaris,102500,Automatic,106000000,Jawa Timur
2011,Toyota Fortuner,127500,Automatic,230000000,DKI Jakarta
2017,Toyota Alphard,32500,Automatic,870000000,Jawa Barat
2011,Honda City,77500,Automatic,120000000,Jawa Barat
